#Wavelength	Transmission
3.1135620000	0.0841661000
3.1143910000	0.0839685300
3.1152150000	-0.0274626500
3.1160440000	-0.0276602200
3.1168730000	-0.0278577900
3.1177020000	-0.0280553700
3.1185310000	-0.0282529400
3.1193590000	-0.0284505100
3.1201880000	-0.0286480900
3.1210170000	-0.0288456600
3.1218460000	-0.0290432300
3.1226750000	-0.0292408100
3.1235040000	-0.0294383800
3.1243330000	-0.0296359500
3.1243370000	0.0815976500
3.1251660000	0.0814000800
3.1259950000	0.0812025100
3.1268240000	0.0810049400
3.1276530000	0.0808073600
3.1284820000	0.0806097900
3.1293110000	0.0804122200
3.1301390000	0.0802146400
3.1309680000	0.0800170700
3.1317970000	0.0798195000
3.1326260000	0.0796219200
3.1334550000	0.0794243500
3.1342840000	0.0792267800
3.1351130000	0.0790292100
3.1359420000	0.0788316300
3.1367710000	0.0786340600
3.1375990000	0.0784364900
3.1384280000	0.0782389100
3.1392570000	0.0780413400
3.1400860000	0.0778437700
3.1409150000	0.0776461900
3.1417440000	0.0774486200
3.1425730000	0.0772510500
3.1434020000	0.0770534800
3.1442310000	0.0768559000
3.1450590000	0.0766583300
3.1458880000	0.0764607600
3.1467170000	0.0762631800
3.1475460000	0.0760656100
3.1483750000	0.0758680400
3.1492040000	0.0756704600
3.1500330000	0.0754728900
3.1508620000	0.0752753200
3.1516910000	0.0750777400
3.1525190000	0.0748801700
3.1533480000	0.0746826000
3.1541770000	0.0744850300
3.1550060000	0.0742874500
3.1558350000	0.0740898800
3.1566640000	0.0738923100
3.1574930000	0.0736947300
3.1583220000	0.0734971600
3.1591500000	0.0732995900
3.1599750000	-0.0381315900
3.1608040000	-0.0383291600
3.1616330000	-0.0385267400
3.1624610000	-0.0387243100
3.1632900000	-0.0389218800
3.1641190000	-0.0391194600
3.1649480000	-0.0393170300
3.1657770000	-0.0395146000
3.1666060000	-0.0397121800
3.1666100000	0.0715214300
3.1674390000	0.0713238600
3.1682680000	0.0711262800
3.1690970000	0.0709287100
3.1699210000	-0.0405024700
3.1699260000	0.0707311400
3.1707550000	0.0705335700
3.1715790000	-0.0408976100
3.1724080000	-0.0410951900
3.1732370000	-0.0412927600
3.1740660000	-0.0414903300
3.1748950000	-0.0416879100
3.1757240000	-0.0418854800
3.1765520000	-0.0420830500
3.1773810000	-0.0422806200
3.1782100000	-0.0424782000
3.1790390000	-0.0426757700
3.1798680000	-0.0428733400
3.1806970000	-0.0430709200
3.1815260000	-0.0432684900
3.1823550000	-0.0434660600
3.1831840000	-0.0436636400
3.1840120000	-0.0438612100
3.1848410000	-0.0440587800
3.1856700000	-0.0442563500
3.1864990000	-0.0444539300
3.1873280000	-0.0446515000
3.1881570000	-0.0448490700
3.1881610000	0.0663845300
3.1889900000	0.0661869600
3.1898190000	0.0659893900
3.1906480000	0.0657918100
3.1914770000	0.0655942400
3.1923060000	0.0653966700
3.1931350000	0.0651990900
3.1939590000	-0.0462320900
3.1947880000	-0.0464296600
3.1956170000	-0.0466272300
3.1964460000	-0.0468248000
3.1972750000	-0.0470223800
3.1972790000	0.0642112300
3.1981080000	0.0640136600
3.1989370000	0.0638160800
3.1997660000	0.0636185100
3.2005950000	0.0634209400
3.2014240000	0.0632233600
3.2014280000	0.1744570000
3.2022480000	-0.0482078200
3.2030770000	-0.0484053900
3.2039060000	-0.0486029600
3.2047350000	-0.0488005300
3.2055630000	-0.0489981100
3.2063920000	-0.0491956800
3.2072210000	-0.0493932500
3.2080500000	-0.0495908300
3.2088790000	-0.0497884000
3.2097080000	-0.0499859700
3.2105370000	-0.0501835500
3.2113660000	-0.0503811200
3.2121940000	-0.0505786900
3.2130230000	-0.0507762600
3.2138520000	-0.0509738400
3.2146810000	-0.0511714100
3.2155100000	-0.0513689800
3.2163390000	-0.0515665600
3.2171680000	-0.0517641300
3.2179970000	-0.0519617000
3.2188260000	-0.0521592800
3.2196540000	-0.0523568500
3.2204830000	-0.0525544200
3.2213120000	-0.0527519900
3.2221410000	-0.0529495700
3.2229700000	-0.0531471400
3.2237990000	-0.0533447100
3.2246280000	-0.0535422900
3.2254570000	-0.0537398600
3.2262860000	-0.0539374300
3.2271140000	-0.0541350100
3.2279430000	-0.0543325800
3.2287720000	-0.0545301500
3.2296010000	-0.0547277200
3.2304300000	-0.0549253000
3.2312590000	-0.0551228700
3.2320880000	-0.0553204400
3.2329170000	-0.0555180200
3.2337450000	-0.0557155900
3.2345740000	-0.0559131600
3.2354030000	-0.0561107400
3.2362320000	-0.0563083100
3.2370610000	-0.0565058800
3.2378900000	-0.0567034500
3.2387190000	-0.0569010300
3.2395480000	-0.0570986000
3.2403770000	-0.0572961700
3.2412050000	-0.0574937500
3.2420340000	-0.0576913200
3.2428630000	-0.0578888900
3.2436920000	-0.0580864700
3.2436970000	0.0531471400
3.2445260000	0.0529495700
3.2453540000	0.0527519900
3.2461830000	0.0525544200
3.2470120000	0.0523568500
3.2478410000	0.0521592800
3.2486700000	0.0519617000
3.2494990000	0.0517641300
3.2503280000	0.0515665600
3.2511570000	0.0513689800
3.2519860000	0.0511714100
3.2528140000	0.0509738400
3.2536430000	0.0507762600
3.2544720000	0.0505786900
3.2553010000	0.0503811200
3.2561300000	0.0501835500
3.2569590000	0.0499859700
3.2577880000	0.0497884000
3.2586170000	0.0495908300
3.2594460000	0.0493932500
3.2602740000	0.0491956800
3.2611030000	0.0489981100
3.2619320000	0.0488005300
3.2627610000	0.0486029600
3.2635900000	0.0484053900
3.2644190000	0.0482078200
3.2652480000	0.0480102400
3.2660770000	0.0478126700
3.2669050000	0.0476151000
3.2677340000	0.0474175200
3.2685630000	0.0472199500
3.2693880000	-0.0642112300
3.2702160000	-0.0644088000
3.2710450000	-0.0646063800
3.2718740000	-0.0648039500
3.2727030000	-0.0650015200
3.2735320000	-0.0651990900
3.2743610000	-0.0653966700
3.2751900000	-0.0655942400
3.2760190000	-0.0657918100
3.2768470000	-0.0659893900
3.2776760000	-0.0661869600
3.2785050000	-0.0663845300
3.2793340000	-0.0665821100
3.2801630000	-0.0667796800
3.2801680000	0.0444539300
3.2809970000	0.0442563500
3.2818250000	0.0440587800
3.2826540000	0.0438612100
3.2834830000	0.0436636400
3.2843120000	0.0434660600
3.2851410000	0.0432684900
3.2859700000	0.0430709200
3.2867990000	0.0428733400
3.2876280000	0.0426757700
3.2884560000	0.0424782000
3.2892850000	0.0422806200
3.2901140000	0.0420830500
3.2901190000	0.1533167000
3.2909480000	0.1531191000
3.2917770000	0.1529215000
3.2926010000	0.0414903300
3.2934300000	0.0412927600
3.2942590000	0.0410951900
3.2950880000	0.0408976100
3.2950920000	0.1521312000
3.2959210000	0.1519336000
3.2967500000	0.1517361000
3.2975790000	0.1515385000
3.2984080000	0.1513409000
3.2992370000	0.1511434000
3.3000650000	0.1509458000
3.3000700000	0.2621794000
3.3008990000	0.2619818000
3.3017280000	0.2617842000
3.3025520000	0.1503531000
3.3033810000	0.1501555000
3.3042100000	0.1499579000
3.3042140000	0.2611915000
3.3050430000	0.2609940000
3.3058720000	0.2607964000
3.3058770000	0.3720300000
3.3067060000	0.3718324000
3.3075350000	0.3716348000
3.3075390000	0.4828684000
3.3083680000	0.4826709000
3.3091970000	0.4824733000
3.3100260000	0.4822757000
3.3108550000	0.4820782000
3.3116840000	0.4818806000
3.3125130000	0.4816830000
3.3133410000	0.4814854000
3.3141700000	0.4812879000
3.3149990000	0.4810903000
3.3158280000	0.4808927000
3.3166570000	0.4806951000
3.3174860000	0.4804976000
3.3183150000	0.4803000000
3.3183190000	0.5915336000
3.3191480000	0.5913360000
3.3199770000	0.5911385000
3.3208060000	0.5909409000
3.3208110000	0.7021745000
3.3216400000	0.7019769000
3.3224680000	0.7017793000
3.3224730000	0.8130129000
3.3233020000	0.8128154000
3.3241310000	0.8126178000
3.3241350000	0.9238514000
3.3249640000	0.9236538000
3.3257930000	0.9234563000
3.3266220000	0.9232587000
3.3266270000	1.0344920000
3.3274560000	1.0342950000
3.3282840000	1.0340970000
3.3291130000	1.0339000000
3.3299380000	0.9224684000
3.3307660000	0.9222708000
3.3315950000	0.9220733000
3.3324200000	0.8106421000
3.3324240000	0.9218757000
3.3332530000	0.9216781000
3.3340820000	0.9214805000
3.3340870000	1.0327140000
3.3349150000	1.0325170000
3.3349200000	1.1437500000
3.3357490000	1.1435530000
3.3365780000	1.1433550000
3.3365820000	1.2545890000
3.3374110000	1.2543910000
3.3382400000	1.2541930000
3.3390690000	1.2539960000
3.3390740000	1.3652300000
3.3390780000	1.4764630000
3.3399070000	1.4762660000
3.3407360000	1.4760680000
3.3415650000	1.4758700000
3.3423940000	1.4756730000
3.3432230000	1.4754750000
3.3432270000	1.5867090000
3.3440560000	1.5865110000
3.3448850000	1.5863140000
3.3457140000	1.5861160000
3.3457190000	1.6973500000
3.3465480000	1.6971520000
3.3465520000	1.8083860000
3.3473810000	1.8081880000
3.3473860000	1.9194220000
3.3482150000	1.9192240000
3.3482190000	2.0304580000
3.3490480000	2.0302600000
3.3498770000	2.0300630000
3.3507060000	2.0298650000
3.3515350000	2.0296680000
3.3523640000	2.0294700000
3.3531920000	2.0292720000
3.3540210000	2.0290750000
3.3540260000	2.1403080000
3.3548550000	2.1401110000
3.3556840000	2.1399130000
3.3565130000	2.1397160000
3.3573410000	2.1395180000
3.3581700000	2.1393210000
3.3581750000	2.2505540000
3.3590040000	2.2503570000
3.3598330000	2.2501590000
3.3606620000	2.2499610000
3.3606660000	2.3611950000
3.3614950000	2.3609980000
3.3615000000	2.4722310000
3.3623290000	2.4720340000
3.3623330000	2.5832670000
3.3631620000	2.5830700000
3.3631670000	2.6943030000
3.3639960000	2.6941060000
3.3648240000	2.6939080000
3.3656530000	2.6937100000
3.3664870000	2.8047460000
3.3673160000	2.8045490000
3.3673200000	2.9157830000
3.3681490000	2.9155850000
3.3681540000	3.0268190000
3.3689830000	3.0266210000
3.3689870000	3.1378550000
3.3698160000	3.1376570000
3.3698250000	3.3601240000
3.3706540000	3.3599270000
3.3714830000	3.3597290000
3.3714880000	3.4709630000
3.3723170000	3.4707650000
3.3731460000	3.4705680000
3.3739740000	3.4703700000
3.3739790000	3.5816040000
3.3748080000	3.5814060000
3.3748130000	3.6926400000
3.3756410000	3.6924420000
3.3764750000	3.8034780000
3.3764800000	3.9147120000
3.3773080000	3.9145140000
3.3773130000	4.0257480000
3.3773180000	4.1369810000
3.3781470000	4.1367840000
3.3781510000	4.2480170000
3.3789800000	4.2478200000
3.3789850000	4.3590530000
3.3798140000	4.3588560000
3.3806470000	4.4698920000
3.3814810000	4.5809280000
3.3814850000	4.6921610000
3.3823230000	4.9144310000
3.3823280000	5.0256650000
3.3831570000	5.0254670000
3.3831610000	5.1367010000
3.3839900000	5.1365030000
3.3839950000	5.2477370000
3.3848240000	5.2475390000
3.3856530000	5.2473420000
3.3856570000	5.3585750000
3.3864860000	5.3583780000
3.3864910000	5.4696110000
3.3873200000	5.4694140000
3.3873240000	5.5806470000
3.3881670000	5.9141510000
3.3881720000	6.0253840000
3.3890050000	6.1364200000
3.3898430000	6.3586900000
3.3898480000	6.4699230000
3.3932370000	8.2488710000
3.3932420000	8.3601040000
3.3949180000	8.8046440000
3.3949230000	8.9158770000
3.3957510000	8.9156800000
3.3957610000	9.1381470000
3.3957650000	9.2493810000
3.3965940000	9.2491830000
3.3966030000	9.4716500000
3.3966080000	9.5828840000
3.3974370000	9.5826860000
3.3982660000	9.5824890000
3.3982700000	9.6937220000
3.3990990000	9.6935250000
3.3991180000	10.1384600000
3.3999470000	10.1382600000
3.3999560000	10.3607300000
3.3999600000	10.4719600000
3.4007890000	10.4717600000
3.4007940000	10.5830000000
3.4008400000	11.6953300000
3.4008490000	11.9178000000
3.4016780000	11.9176000000
3.4017100000	12.6962400000
3.4017200000	12.9187100000
3.4025480000	12.9185100000
3.4025760000	13.5859100000
3.4025850000	13.8083800000
3.4034140000	13.8081800000
3.4034420000	14.4755800000
3.4034460000	14.5868200000
3.4034510000	14.6980500000
3.4042800000	14.6978500000
3.4042940000	15.0315500000
3.4042980000	15.1427900000
3.4043030000	15.2540200000
3.4051320000	15.2538200000
3.4051370000	15.3650600000
3.4068170000	15.9208300000
3.4068220000	16.0320600000
3.4076740000	16.5880300000
3.4076780000	16.6992700000
3.4085350000	17.3664700000
3.4085440000	17.5889400000
3.4085490000	17.7001700000
3.4086320000	19.7023800000
3.4094380000	19.1460100000
3.4094560000	19.5909400000
3.4094610000	19.7021800000
3.4102900000	19.7019800000
3.4102940000	19.8132100000
3.4102990000	19.9244500000
3.4111280000	19.9242500000
3.4111320000	20.0354800000
3.4111830000	21.2590500000
3.4111880000	21.3702900000
3.4111920000	21.4815200000
3.4120580000	22.3711900000
3.4120670000	22.5936600000
3.4120720000	22.7048900000
3.4120760000	22.8161300000
3.4129050000	22.8159300000
3.4129420000	23.7058000000
3.4129610000	24.1507300000
3.4129700000	24.3732000000
3.4129740000	24.4844300000
3.4138030000	24.4842400000
3.4138080000	24.5954700000
3.4146650000	25.2626700000
3.4146780000	25.5963700000
3.4146830000	25.7076100000
3.4146880000	25.8188400000
3.4155350000	26.2635800000
3.4155400000	26.3748100000
3.4155490000	26.5972800000
3.4155860000	27.4871500000
3.4155950000	27.7096200000
3.4164240000	27.7094200000
3.4164280000	27.8206500000
3.4164610000	28.5992900000
3.4164740000	28.9329900000
3.4164790000	29.0442200000
3.4164840000	29.1554500000
3.4165070000	29.7116200000
3.4165110000	29.8228600000
3.4173400000	29.8226600000
3.4173450000	29.9338900000
3.4181740000	29.9336900000
3.4181780000	30.0449300000
3.4181830000	30.1561600000
3.4182890000	32.7145300000
3.4183070000	33.1594700000
3.4183120000	33.2707000000
3.4191410000	33.2705100000
3.4191920000	34.4940700000
3.4192150000	35.0502400000
3.4192240000	35.2727100000
3.4200530000	35.2725100000
3.4200900000	36.1623800000
3.4201080000	36.6073200000
3.4201170000	36.8297800000
3.4209460000	36.8295900000
3.4209970000	38.0531600000
3.4210010000	38.1643900000
3.4218300000	38.1641900000
3.4218760000	39.2765300000
3.4219000000	39.8327000000
3.4219090000	40.0551600000
3.4227380000	40.0549600000
3.4227560000	40.4999000000
3.4235850000	40.4997000000
3.4236400000	41.8345000000
3.4236680000	42.5019100000
3.4236820000	42.8356100000
3.4236910000	43.0580700000
3.4236960000	43.1693100000
3.4245240000	43.1691100000
3.4245890000	44.7263800000
3.4246070000	45.1713200000
3.4246120000	45.2825500000
3.4254410000	45.2823500000
3.4254960000	46.6171500000
3.4255240000	47.2845600000
3.4255380000	47.6182600000
3.4255420000	47.7294900000
3.4263710000	47.7292900000
3.4264270000	49.0641000000
3.4264450000	49.5090300000
3.4264500000	49.6202600000
3.4272790000	49.6200700000
3.4273430000	51.1773400000
3.4273710000	51.8447400000
3.4273890000	52.2896700000
3.4273940000	52.4009100000
3.4282230000	52.4007100000
3.4282640000	53.4018100000
3.4282690000	53.5130500000
3.4290980000	53.5128500000
3.4291620000	55.0701200000
3.4299910000	55.0699200000
3.4300510000	56.5159600000
3.4300830000	57.2945900000
3.4300920000	57.5170600000
3.4309210000	57.5168600000
3.4309810000	58.9629000000
3.4309950000	59.2966000000
3.4310000000	59.4078300000
3.4318290000	59.4076400000
3.4318790000	60.6312100000
3.4319070000	61.2986100000
3.4319210000	61.6323100000
3.4319250000	61.7435400000
3.4327540000	61.7433400000
3.4328100000	63.0781500000
3.4328330000	63.6343200000
3.4328370000	63.7455500000
3.4336660000	63.7453500000
3.4337210000	65.0801600000
3.4337490000	65.7475600000
3.4337630000	66.0812600000
3.4337720000	66.3037300000
3.4346010000	66.3035300000
3.4346520000	67.5271000000
3.4346610000	67.7495600000
3.4346660000	67.8608000000
3.4354950000	67.8606000000
3.4355540000	69.3066400000
3.4355730000	69.7515700000
3.4364020000	69.7513700000
3.4364390000	70.6412400000
3.4364430000	70.7524800000
3.4364480000	70.8637100000
3.4372770000	70.8635100000
3.4373040000	71.5309100000
3.4373180000	71.8646200000
3.4381470000	71.8644200000
3.4381980000	73.0879900000
3.4382120000	73.4216900000
3.4382160000	73.5329200000
3.4390450000	73.5327200000
3.4390870000	74.5338300000
3.4391050000	74.9787600000
3.4399340000	74.9785600000
3.4399800000	76.0909000000
3.4399940000	76.4246000000
3.4399990000	76.5358300000
3.4408270000	76.5356400000
3.4408550000	77.2030400000
3.4408640000	77.4255100000
3.4408690000	77.5367400000
3.4416980000	77.5365400000
3.4417390000	78.5376400000
3.4417480000	78.7601100000
3.4425770000	78.7599100000
3.4426140000	79.6497800000
3.4426280000	79.9834800000
3.4434570000	79.9832900000
3.4434750000	80.4282200000
3.4443040000	80.4280200000
3.4443460000	81.4291200000
3.4451750000	81.4289300000
3.4452020000	82.0963300000
3.4452070000	82.2075600000
3.4460360000	82.2073600000
3.4460590000	82.7635300000
3.4460730000	83.0972300000
3.4469020000	83.0970400000
3.4469200000	83.5419700000
3.4469250000	83.6532000000
3.4477540000	83.6530100000
3.4477720000	84.0979400000
3.4477770000	84.2091700000
3.4486050000	84.2089800000
3.4486240000	84.6539100000
3.4486290000	84.7651400000
3.4486330000	84.8763800000
3.4494620000	84.8761800000
3.4494800000	85.3211200000
3.4494850000	85.4323500000
3.4503140000	85.4321500000
3.4503280000	85.7658500000
3.4503320000	85.8770900000
3.4511610000	85.8768900000
3.4511800000	86.3218200000
3.4520090000	86.3216300000
3.4520220000	86.6553300000
3.4520270000	86.7665600000
3.4520320000	86.8777900000
3.4528610000	86.8776000000
3.4528650000	86.9888300000
3.4528700000	87.1000600000
3.4536990000	87.0998700000
3.4537030000	87.2111000000
3.4545320000	87.2109000000
3.4553610000	87.2107000000
3.4553660000	87.3219400000
3.4561950000	87.3217400000
3.4561990000	87.4329700000
3.4562040000	87.5442100000
3.4570330000	87.5440100000
3.4570420000	87.7664800000
3.4570460000	87.8777100000
3.4578750000	87.8775100000
3.4578800000	87.9887500000
3.4587090000	87.9885500000
3.4587130000	88.0997800000
3.4595420000	88.0995800000
3.4595470000	88.2108200000
3.4603760000	88.2106200000
3.4603800000	88.3218500000
3.4603850000	88.4330900000
3.4612140000	88.4328900000
3.4620430000	88.4326900000
3.4620470000	88.5439300000
3.4628760000	88.5437300000
3.4637050000	88.5435300000
3.4645340000	88.5433300000
3.4653580000	88.4319000000
3.4661870000	88.4317000000
3.4670160000	88.4315100000
3.4670210000	88.5427400000
3.4678500000	88.5425400000
3.4678540000	88.6537800000
3.4686830000	88.6535800000
3.4695120000	88.6533800000
3.4703410000	88.6531800000
3.4711700000	88.6529900000
3.4711740000	88.7642200000
3.4720030000	88.7640200000
3.4728320000	88.7638300000
3.4736560000	88.6523900000
3.4744850000	88.6522000000
3.4753140000	88.6520000000
3.4753230000	88.8744700000
3.4761520000	88.8742700000
3.4761570000	88.9855000000
3.4769860000	88.9853000000
3.4769900000	89.0965400000
3.4778190000	89.0963400000
3.4786480000	89.0961400000
3.4794770000	89.0959500000
3.4803060000	89.0957500000
3.4811350000	89.0955500000
3.4811390000	89.2067800000
3.4819680000	89.2065900000
3.4819730000	89.3178200000
3.4828020000	89.3176200000
3.4828060000	89.4288600000
3.4836350000	89.4286600000
3.4844640000	89.4284600000
3.4852930000	89.4282600000
3.4861170000	89.3168300000
3.4869460000	89.3166300000
3.4869510000	89.4278700000
3.4877800000	89.4276700000
3.4886090000	89.4274700000
3.4886130000	89.5387100000
3.4894420000	89.5385100000
3.4894470000	89.6497400000
3.4902760000	89.6495400000
3.4902800000	89.7607800000
3.4911090000	89.7605800000
3.4919380000	89.7603800000
3.4927620000	89.6489500000
3.4927670000	89.7601900000
3.4935960000	89.7599900000
3.4936000000	89.8712200000
3.4936050000	89.9824600000
3.4944340000	89.9822600000
3.4944430000	90.2047300000
3.4952720000	90.2045300000
3.4952770000	90.3157600000
3.4961050000	90.3155600000
3.4969300000	90.2041300000
3.4977490000	89.9814700000
3.4977540000	90.0927000000
3.4977590000	90.2039300000
3.4985690000	89.7588000000
3.4993980000	89.7586100000
3.5002220000	89.6471700000
3.5010460000	89.5357400000
3.5018710000	89.4243100000
3.5018800000	89.6467800000
3.5018850000	89.7580100000
3.5026810000	88.9791800000
3.5035100000	88.9789800000
3.5043340000	88.8675500000
3.5051630000	88.8673500000
3.5059920000	88.8671600000
3.5068120000	88.6444900000
3.5076360000	88.5330600000
3.5084600000	88.4216300000
3.5092850000	88.3102000000
3.5101090000	88.1987700000
3.5109330000	88.0873400000
3.5117620000	88.0871400000
3.5125860000	87.9757100000
3.5134150000	87.9755100000
3.5142350000	87.7528400000
3.5150640000	87.7526500000
3.5158880000	87.6412200000
3.5167120000	87.5297800000
3.5167170000	87.6410200000
3.5175320000	87.3071200000
3.5175370000	87.4183500000
3.5183520000	87.0844500000
3.5191810000	87.0842600000
3.5200090000	87.0840600000
3.5208340000	86.9726300000
3.5216630000	86.9724300000
3.5216670000	87.0836600000
3.5224820000	86.7497700000
3.5233070000	86.6383300000
3.5241310000	86.5269000000
3.5249550000	86.4154700000
3.5257790000	86.3040400000
3.5266080000	86.3038400000
3.5274370000	86.3036500000
3.5282610000	86.1922100000
3.5290860000	86.0807800000
3.5299100000	85.9693500000
3.5307390000	85.9691500000
3.5315680000	85.9689600000
3.5323920000	85.8575300000
3.5332160000	85.7460900000
3.5332210000	85.8573300000
3.5340360000	85.5234300000
3.5348600000	85.4120000000
3.5356890000	85.4118000000
3.5365180000	85.4116000000
3.5373420000	85.3001700000
3.5381710000	85.2999800000
3.5389910000	85.0773100000
3.5398200000	85.0771100000
3.5406490000	85.0769200000
3.5414730000	84.9654800000
3.5423020000	84.9652900000
3.5431260000	84.8538600000
3.5439550000	84.8536600000
3.5447840000	84.8534600000
3.5447880000	84.9646900000
3.5456170000	84.9645000000
3.5464460000	84.9643000000
3.5472700000	84.8528700000
3.5480990000	84.8526700000
3.5489280000	84.8524700000
3.5497570000	84.8522700000
3.5497620000	84.9635100000
3.5505910000	84.9633100000
3.5514190000	84.9631100000
3.5514240000	85.0743500000
3.5522530000	85.0741500000
3.5530820000	85.0739500000
3.5539010000	84.8512900000
3.5547300000	84.8510900000
3.5555590000	84.8508900000
3.5563880000	84.8506900000
3.5572170000	84.8505000000
3.5572220000	84.9617300000
3.5580510000	84.9615300000
3.5580600000	85.1840000000
3.5580640000	85.2952300000
3.5588930000	85.2950400000
3.5588980000	85.4062700000
3.5597270000	85.4060700000
3.5605560000	85.4058700000
3.5605600000	85.5171100000
3.5613890000	85.5169100000
3.5622180000	85.5167100000
3.5630470000	85.5165200000
3.5638760000	85.5163200000
3.5638800000	85.6275500000
3.5647090000	85.6273500000
3.5655380000	85.6271600000
3.5655430000	85.7383900000
3.5663720000	85.7381900000
3.5672010000	85.7379900000
3.5672050000	85.8492300000
3.5680340000	85.8490300000
3.5688630000	85.8488300000
3.5696920000	85.8486400000
3.5696960000	85.9598700000
3.5705250000	85.9596700000
3.5705300000	86.0709100000
3.5713590000	86.0707100000
3.5713630000	86.1819400000
3.5721920000	86.1817400000
3.5721970000	86.2929800000
3.5730260000	86.2927800000
3.5730300000	86.4040100000
3.5738590000	86.4038200000
3.5738640000	86.5150500000
3.5746930000	86.5148500000
3.5746970000	86.6260900000
3.5747020000	86.7373200000
3.5755310000	86.7371200000
3.5755350000	86.8483500000
3.5763640000	86.8481600000
3.5771930000	86.8479600000
3.5780220000	86.8477600000
3.5780270000	86.9590000000
3.5788560000	86.9588000000
3.5796840000	86.9586000000
3.5796890000	87.0698300000
3.5805180000	87.0696400000
3.5813470000	87.0694400000
3.5821760000	87.0692400000
3.5821800000	87.1804800000
3.5821850000	87.2917100000
3.5830140000	87.2915100000
3.5830180000	87.4027400000
3.5830230000	87.5139800000
3.5838520000	87.5137800000
3.5838570000	87.6250100000
3.5846850000	87.6248200000
3.5855140000	87.6246200000
3.5863390000	87.5131900000
3.5871680000	87.5129900000
3.5879960000	87.5127900000
3.5880010000	87.6240300000
3.5888300000	87.6238300000
