# WAVE T_TOTAL T_FILTER T_TELESCOPE T_NI-OA T_QE
991 0.778997 0.992098 0.876017 0.959506 0.934159
992 0.778379 0.991941 0.875267 0.959369 0.934499
993 0.777911 0.991579 0.874889 0.959213 0.934834
994 0.778603 0.991587 0.875514 0.959037 0.935162
995 0.778484 0.991362 0.875455 0.958842 0.935484
996 0.777051 0.990283 0.874695 0.958628 0.935801
997 0.776708 0.989416 0.874996 0.958397 0.936111
998 0.77711 0.988382 0.876306 0.958149 0.936416
999 0.77672 0.987196 0.876882 0.957884 0.936714
1000 0.776112 0.98631 0.876967 0.957602 0.937007
1001 0.776301 0.985872 0.877623 0.957305 0.937241
1002 0.776007 0.985203 0.877959 0.956993 0.937469
1003 0.776145 0.98517 0.878236 0.956667 0.937691
1004 0.777234 0.985695 0.879111 0.956326 0.937907
1005 0.778669 0.986825 0.879852 0.955973 0.938118
1006 0.779811 0.988624 0.879685 0.955606 0.938323
1007 0.781518 0.990334 0.88025 0.955227 0.938523
1008 0.782929 0.991409 0.881061 0.954836 0.938717
1009 0.783552 0.991885 0.881534 0.954434 0.938905
1010 0.783547 0.99232 0.88135 0.954022 0.939089
1011 0.78333 0.992283 0.881362 0.953599 0.939267
1012 0.783165 0.991913 0.881742 0.953167 0.93944
1013 0.782421 0.990705 0.88223 0.952725 0.939608
1014 0.781319 0.988996 0.882773 0.952275 0.939772
1015 0.78012 0.988055 0.882533 0.951818 0.93993
1016 0.779155 0.987559 0.88217 0.951353 0.940084
1017 0.778263 0.987104 0.881863 0.950881 0.940234
1018 0.778295 0.986976 0.882323 0.950402 0.940378
1019 0.777625 0.98722 0.881662 0.949919 0.940519
1020 0.777871 0.988678 0.880967 0.949429 0.940655
1021 0.778248 0.98995 0.880596 0.948936 0.940787
1022 0.778452 0.99071 0.880494 0.948438 0.940914
1023 0.779305 0.991866 0.880781 0.947937 0.941038
1024 0.77897 0.992664 0.880051 0.947432 0.941158
1025 0.778042 0.992018 0.879937 0.946926 0.941274
1026 0.776404 0.991169 0.879204 0.946417 0.941386
1027 0.775229 0.990193 0.879112 0.945907 0.941494
1028 0.774579 0.989477 0.879387 0.945396 0.941599
1029 0.773478 0.987614 0.880175 0.944885 0.9417
1030 0.77311 0.987214 0.880497 0.944375 0.941798
1031 0.772784 0.987234 0.880494 0.943865 0.941893
1032 0.772656 0.987293 0.880685 0.943357 0.941984
1033 0.773672 0.988264 0.881367 0.94285 0.942073
1034 0.775817 0.990161 0.882509 0.942346 0.942158
1035 0.777118 0.991702 0.883007 0.941846 0.94224
1036 0.77822 0.992915 0.883572 0.941348 0.94232
1037 0.779364 0.994426 0.883917 0.940855 0.942396
1038 0.78067 0.995819 0.884549 0.940367 0.942471
1039 0.781435 0.996098 0.885556 0.939884 0.942542
1040 0.781015 0.995431 0.886058 0.939407 0.942611
1041 0.780059 0.994573 0.886118 0.938936 0.942678
1042 0.779085 0.993544 0.886307 0.938471 0.942742
1043 0.778654 0.99262 0.887016 0.938012 0.942804
1044 0.778452 0.991754 0.887933 0.937559 0.942864
1045 0.778045 0.99115 0.888378 0.937111 0.942923
1046 0.777818 0.991016 0.888606 0.936669 0.942979
1047 0.778774 0.992314 0.888898 0.936232 0.943033
1048 0.778813 0.993129 0.888573 0.9358 0.943086
1049 0.779264 0.993643 0.888985 0.935373 0.943137
1050 0.779323 0.995088 0.888116 0.934951 0.943186
1051 0.779717 0.996026 0.888056 0.934533 0.94326
1052 0.779317 0.996399 0.887592 0.93412 0.943332
1053 0.779303 0.996296 0.88799 0.93371 0.943404
1054 0.778238 0.995437 0.887863 0.933304 0.943473
1055 0.776446 0.994587 0.886892 0.932903 0.943542
1056 0.775385 0.993203 0.887231 0.932504 0.943609
1057 0.773221 0.991122 0.886926 0.932109 0.943675
1058 0.771889 0.990157 0.886574 0.931717 0.943739
1059 0.77139 0.989669 0.886748 0.931328 0.943803
1060 0.77029 0.988712 0.886649 0.930942 0.943865
1061 0.769124 0.987986 0.886266 0.930558 0.943926
1062 0.768974 0.98873 0.885733 0.930177 0.943986
1063 0.769718 0.989712 0.886016 0.929798 0.944045
1064 0.770092 0.990318 0.88621 0.929421 0.944102
1065 0.770434 0.990984 0.886312 0.929045 0.944159
1066 0.769877 0.991087 0.885883 0.928672 0.944215
1067 0.770069 0.99109 0.886405 0.9283 0.94427
1068 0.770332 0.991198 0.886915 0.927929 0.944323
1069 0.769139 0.989652 0.887229 0.927559 0.944376
1070 0.768296 0.988259 0.88781 0.92719 0.944428
1071 0.767718 0.987976 0.887701 0.926821 0.94448
1072 0.766062 0.98577 0.888074 0.926453 0.94453
1073 0.764339 0.983448 0.888475 0.926086 0.944579
1074 0.764314 0.982787 0.88935 0.925718 0.944628
1075 0.764003 0.982844 0.889244 0.925351 0.944676
1076 0.765539 0.984263 0.890056 0.924983 0.944724
1077 0.765518 0.985674 0.889068 0.924615 0.94477
1078 0.767354 0.987645 0.889734 0.924246 0.944816
1079 0.769105 0.989594 0.890321 0.923876 0.944862
1080 0.770091 0.991412 0.890143 0.923505 0.944907
1081 0.770567 0.993244 0.889367 0.923133 0.944951
1082 0.771972 0.994459 0.890218 0.92276 0.944995
1083 0.772781 0.995342 0.890682 0.922385 0.945038
1084 0.772104 0.995353 0.890215 0.922008 0.945081
1085 0.77065 0.994964 0.889211 0.921629 0.945124
1086 0.769629 0.994067 0.889162 0.921248 0.945166
1087 0.768716 0.993218 0.889198 0.920865 0.945207
1088 0.767729 0.992583 0.888957 0.920479 0.945249
1089 0.766775 0.99166 0.889015 0.920091 0.94529
1090 0.765086 0.99133 0.887692 0.9197 0.94533
1091 0.764876 0.991228 0.887883 0.919305 0.945371
1092 0.764826 0.991074 0.888309 0.918908 0.945411
1093 0.765608 0.992085 0.888659 0.918509 0.945451
1094 0.766711 0.99372 0.888824 0.918109 0.945491
1095 0.766607 0.99417 0.888651 0.917709 0.945531
1096 0.766378 0.995433 0.887606 0.917311 0.945571
1097 0.76715 0.995803 0.888518 0.916914 0.94561
1098 0.765335 0.995223 0.887275 0.916521 0.94565
1099 0.764936 0.99446 0.887833 0.916132 0.945689
1100 0.764558 0.993411 0.888667 0.915747 0.945729
1101 0.763018 0.992499 0.887993 0.915368 0.9458
1102 0.762111 0.991447 0.888172 0.914997 0.945871
1103 0.761845 0.989817 0.889611 0.914633 0.945942
1104 0.759403 0.987618 0.889015 0.914277 0.946012
1105 0.758297 0.985979 0.889464 0.913932 0.946083
1106 0.757633 0.98571 0.889188 0.913597 0.946153
1107 0.758762 0.986251 0.890273 0.913274 0.946224
1108 0.759548 0.986809 0.890929 0.912963 0.946294
1109 0.759149 0.987938 0.889667 0.912666 0.946363
1110 0.760116 0.989222 0.889854 0.912384 0.946433
1111 0.761898 0.990629 0.89087 0.912116 0.946502
1112 0.76279 0.992198 0.890683 0.911866 0.94657
1113 0.764164 0.993383 0.891387 0.911632 0.946638
1114 0.764824 0.99444 0.891355 0.911417 0.946706
1115 0.765111 0.995179 0.891155 0.911222 0.946773
1116 0.765797 0.995386 0.891879 0.911046 0.946839
1117 0.765685 0.995108 0.892086 0.910892 0.946905
1118 0.766481 0.994731 0.89342 0.91076 0.94697
1119 0.766073 0.99485 0.892884 0.910651 0.947034
1120 0.765599 0.995259 0.891989 0.910566 0.947097
1121 0.765085 0.994285 0.892262 0.910506 0.94716
1122 0.764606 0.992471 0.89331 0.910472 0.947221
1123 0.763397 0.99176 0.892486 0.910465 0.947282
1124 0.764356 0.991418 0.893841 0.910483 0.947342
1125 0.764453 0.99137 0.893899 0.910527 0.947401
1126 0.764505 0.991092 0.89409 0.910595 0.947458
1127 0.76457 0.990871 0.894222 0.910686 0.947515
1128 0.764677 0.99076 0.894285 0.910799 0.94757
1129 0.765299 0.990739 0.894847 0.910934 0.947624
1130 0.76576 0.990188 0.895682 0.911089 0.947677
1131 0.764412 0.988658 0.895268 0.911264 0.947729
1132 0.764141 0.988608 0.89476 0.911456 0.947779
1133 0.764585 0.988878 0.894782 0.911667 0.947828
1134 0.76503 0.988716 0.895181 0.911894 0.947876
1135 0.765666 0.988696 0.895661 0.912137 0.947922
1136 0.766618 0.988821 0.896367 0.912394 0.947967
1137 0.766268 0.989666 0.894885 0.912666 0.94801
1138 0.768683 0.990535 0.8966 0.91295 0.948051
1139 0.769201 0.991157 0.896313 0.913246 0.948091
1140 0.769047 0.991749 0.895261 0.913553 0.948129
1141 0.770253 0.99249 0.895651 0.91387 0.948165
1142 0.771231 0.993116 0.89587 0.914196 0.9482
1143 0.771295 0.993317 0.895404 0.914531 0.948233
1144 0.771838 0.993318 0.895671 0.914872 0.948264
1145 0.771797 0.993329 0.895246 0.91522 0.948292
1146 0.77213 0.993229 0.895352 0.915573 0.948319
1147 0.771849 0.992806 0.895034 0.915931 0.948344
1148 0.771916 0.99205 0.895419 0.916292 0.948367
1149 0.771936 0.992009 0.895104 0.916656 0.948388
1150 0.772071 0.991861 0.895019 0.917021 0.948407
1151 0.772228 0.991327 0.895353 0.917387 0.948379
1152 0.771691 0.990878 0.894809 0.917752 0.948348
1153 0.771625 0.99115 0.894161 0.918117 0.948316
1154 0.771687 0.991328 0.893753 0.918479 0.948281
1155 0.771839 0.991119 0.893802 0.918838 0.948245
1156 0.772167 0.990697 0.894253 0.919193 0.948207
1157 0.771729 0.990498 0.893623 0.919543 0.948167
1158 0.772509 0.990635 0.894107 0.919888 0.948125
1159 0.771876 0.990363 0.893331 0.920228 0.948081
1160 0.771739 0.989545 0.893628 0.920562 0.948036
1161 0.771358 0.988659 0.893713 0.920891 0.947989
1162 0.77064 0.987876 0.893319 0.921215 0.947941
1163 0.769814 0.986982 0.892907 0.921534 0.947892
1164 0.769249 0.985818 0.89305 0.921847 0.947841
1165 0.768889 0.985291 0.89286 0.922156 0.947788
1166 0.76909 0.985531 0.892631 0.922461 0.947735
1167 0.769448 0.985762 0.8926 0.92276 0.94768
1168 0.770691 0.986398 0.893231 0.923055 0.947625
1169 0.77166 0.987416 0.893206 0.923345 0.947568
1170 0.772596 0.988607 0.89299 0.923631 0.94751
1171 0.773346 0.989873 0.892498 0.923912 0.947451
1172 0.774267 0.99109 0.892251 0.924189 0.947392
1173 0.775809 0.992163 0.892855 0.924462 0.947331
1174 0.777362 0.993127 0.893572 0.924731 0.94727
1175 0.777154 0.993501 0.8928 0.924995 0.947208
1176 0.777179 0.993298 0.892817 0.925256 0.947146
1177 0.778546 0.993093 0.894384 0.925512 0.947083
1178 0.778883 0.99276 0.894889 0.925764 0.947019
1179 0.778211 0.992673 0.894014 0.926013 0.946956
1180 0.778345 0.992284 0.894343 0.926258 0.946891
1181 0.777588 0.991823 0.893717 0.926499 0.946827
1182 0.777934 0.991602 0.894145 0.926737 0.946762
1183 0.77861 0.991743 0.894631 0.926971 0.946697
1184 0.779534 0.992308 0.895021 0.927202 0.946632
1185 0.779834 0.992804 0.89476 0.927429 0.946567
1186 0.779671 0.993337 0.893938 0.927654 0.946502
1187 0.78032 0.993178 0.894674 0.927874 0.946437
1188 0.780489 0.992577 0.895261 0.928092 0.946372
1189 0.780029 0.99277 0.894413 0.928307 0.946308
1190 0.780123 0.992285 0.894815 0.928519 0.946243
1191 0.780544 0.991349 0.896003 0.928727 0.946179
1192 0.780519 0.991214 0.895957 0.928933 0.946116
1193 0.780345 0.990917 0.895889 0.929137 0.946053
1194 0.779736 0.990586 0.895356 0.929337 0.94599
1195 0.78002 0.991043 0.895137 0.929535 0.945928
1196 0.781473 0.991761 0.896025 0.92973 0.945867
1197 0.782485 0.99275 0.896163 0.929923 0.945806
1198 0.783106 0.993194 0.896346 0.930114 0.945746
1199 0.783333 0.993844 0.895894 0.930302 0.945687
1200 0.783925 0.994576 0.895788 0.930488 0.945629
1201 0.784107 0.994438 0.895955 0.930672 0.945616
1202 0.784344 0.994167 0.896307 0.930854 0.945603
1203 0.784312 0.993584 0.896634 0.931034 0.945592
1204 0.783792 0.992779 0.896604 0.931212 0.945581
1205 0.783705 0.992678 0.896436 0.931388 0.945571
1206 0.782905 0.991256 0.896647 0.931562 0.945562
1207 0.775973 0.982172 0.896769 0.931735 0.945554
1208 0.761605 0.964219 0.896395 0.931906 0.945546
1209 0.722729 0.915299 0.895947 0.932075 0.945539
1210 0.65982 0.835192 0.896258 0.932243 0.945533
1211 0.560424 0.709172 0.896363 0.93241 0.945527
1212 0.428003 0.540991 0.897226 0.932575 0.945521
1213 0.300244 0.379498 0.897089 0.932739 0.945516
1214 0.212206 0.268566 0.895783 0.932902 0.945512
1215 0.155895 0.197333 0.895478 0.933063 0.945508
1216 0.115566 0.146171 0.896024 0.933224 0.945504
1217 0.0881683 0.111486 0.896128 0.933384 0.9455
1218 0.0711664 0.0899494 0.89636 0.933543 0.945497
1219 0.0545344 0.0689591 0.895803 0.933701 0.945494
1220 0.0386556 0.0488973 0.895343 0.933858 0.945491
1221 0.0278608 0.0352257 0.895621 0.934015 0.945488
1222 0.0204134 0.0258008 0.895778 0.934171 0.945485
1223 0.0152208 0.0192406 0.895502 0.934327 0.945482
1224 0.0117085 0.0148106 0.894756 0.934483 0.945479
1225 0.00910122 0.0115125 0.894615 0.934638 0.945476
1226 0.00713185 0.00901805 0.894798 0.934792 0.945474
1227 0.00576877 0.00728846 0.895391 0.934947 0.94547
1228 0.00469602 0.00593337 0.895208 0.935101 0.945467
1229 0.00388588 0.00491256 0.894552 0.935256 0.945464
1230 0.00326879 0.00413271 0.894349 0.93541 0.94546
1231 0.00275868 0.00348773 0.894217 0.935565 0.945456
1232 0.00239096 0.00302225 0.894245 0.93572 0.945452
1233 0.00208339 0.00263331 0.894158 0.935875 0.945447
1234 0.00183422 0.00231792 0.894188 0.93603 0.945441
1235 0.00163324 0.00206523 0.893485 0.936186 0.945436
1236 0.00147075 0.00185973 0.893355 0.936343 0.94543
1237 0.00133108 0.00168253 0.893525 0.9365 0.945423
1238 0.00121434 0.00153447 0.893675 0.936657 0.945415
1239 0.00111543 0.00141038 0.89296 0.936816 0.945407
1240 0.00102368 0.00129412 0.892993 0.936975 0.945399
1241 0.000941505 0.00118962 0.893309 0.937135 0.945389
1242 0.000867446 0.00109523 0.893829 0.937296 0.945379
1243 0.000796623 0.0010057 0.893782 0.937458 0.945368
1244 0.000728293 0.000920029 0.893063 0.937621 0.945356
1245 0.000662443 0.000836436 0.893353 0.937785 0.945343

