# WAVE T_TOTAL T_FILTER T_TELESCOPE T_NI-OA T_QE
1519 0.216612 0.275985 0.887459 0.929882 0.951087
1520 0.280621 0.357428 0.887708 0.929873 0.951124
1521 0.352135 0.448417 0.887877 0.929866 0.951161
1522 0.430497 0.548909 0.88671 0.929859 0.951198
1523 0.511821 0.652197 0.887231 0.929854 0.951235
1524 0.587219 0.748312 0.887155 0.92985 0.951272
1525 0.651441 0.830256 0.887014 0.929847 0.951308
1526 0.700785 0.893187 0.886939 0.929845 0.951345
1527 0.733658 0.935999 0.88604 0.929845 0.951381
1528 0.754616 0.961496 0.887148 0.929846 0.951418
1529 0.765391 0.975609 0.886763 0.929848 0.951454
1530 0.771366 0.982634 0.887259 0.929851 0.951491
1531 0.773498 0.985928 0.886702 0.929855 0.951527
1532 0.773704 0.987624 0.885375 0.929861 0.951564
1533 0.775868 0.988698 0.886845 0.929868 0.951601
1534 0.776319 0.989699 0.886421 0.929876 0.951638
1535 0.7774 0.990618 0.886789 0.929885 0.951675
1536 0.777375 0.991327 0.886081 0.929896 0.951713
1537 0.777207 0.991688 0.885521 0.929907 0.951751
1538 0.777688 0.991759 0.885958 0.92992 0.951789
1539 0.777066 0.991695 0.885257 0.929934 0.951827
1540 0.777448 0.9912 0.886084 0.929949 0.951866
1541 0.775572 0.990517 0.884503 0.929966 0.951905
1542 0.775593 0.989885 0.88504 0.929983 0.951944
1543 0.775613 0.989295 0.885535 0.930002 0.951984
1544 0.774861 0.989115 0.88478 0.930022 0.952025
1545 0.775547 0.98917 0.885456 0.930043 0.952066
1546 0.775386 0.989527 0.884894 0.930065 0.952107
1547 0.774579 0.990218 0.883295 0.930088 0.952149
1548 0.77736 0.9912 0.885525 0.930113 0.952192
1549 0.776683 0.992261 0.883743 0.930139 0.952235
1550 0.7784 0.993451 0.884569 0.930166 0.952279
1551 0.779675 0.994531 0.884951 0.930194 0.952363
1552 0.780004 0.995527 0.884331 0.930223 0.952449
1553 0.78105 0.996174 0.884834 0.930253 0.952534
1554 0.781216 0.996529 0.884598 0.930284 0.95262
1555 0.78195 0.996577 0.885274 0.930317 0.952707
1556 0.78109 0.996049 0.884656 0.930351 0.952794
1557 0.780006 0.995305 0.883975 0.930386 0.952881
1558 0.779429 0.994119 0.88426 0.930422 0.952968
1559 0.779296 0.992908 0.88507 0.930459 0.953056
1560 0.776952 0.991483 0.88356 0.930497 0.953143
1561 0.775822 0.990124 0.883367 0.930536 0.953231
1562 0.774648 0.988676 0.883202 0.930577 0.953318
1563 0.774038 0.987425 0.883505 0.930618 0.953406
1564 0.772641 0.986403 0.882702 0.930661 0.953493
1565 0.774036 0.985552 0.884937 0.930705 0.95358
1566 0.7729 0.985149 0.883877 0.93075 0.953666
1567 0.772385 0.98487 0.883415 0.930796 0.953753
1568 0.773483 0.985084 0.884354 0.930843 0.953839
1569 0.773353 0.985555 0.883658 0.930891 0.953924
1570 0.774669 0.986176 0.884479 0.93094 0.954009
1571 0.774705 0.987145 0.883526 0.930991 0.954093
1572 0.775934 0.988181 0.883874 0.931042 0.954176
1573 0.77672 0.98924 0.883695 0.931095 0.954259
1574 0.777643 0.990543 0.883455 0.931149 0.95434
1575 0.778683 0.99149 0.883666 0.931203 0.954421
1576 0.779649 0.99246 0.88377 0.931259 0.954501
1577 0.780245 0.993473 0.883417 0.931316 0.95458
1578 0.781533 0.994239 0.884067 0.931374 0.954657
1579 0.781738 0.994946 0.883543 0.931433 0.954734
1580 0.781826 0.995289 0.883212 0.931493 0.954809
1581 0.782136 0.995577 0.88318 0.931554 0.954883
1582 0.781484 0.995691 0.882216 0.931617 0.954956
1583 0.782654 0.995682 0.883419 0.93168 0.955027
1584 0.782676 0.995548 0.883438 0.931744 0.955096
1585 0.782393 0.995186 0.883315 0.93181 0.955164
1586 0.782926 0.994828 0.88411 0.931876 0.955231
1587 0.782079 0.994902 0.882964 0.931944 0.955295
1588 0.782179 0.994547 0.883269 0.932012 0.955358
1589 0.782099 0.994211 0.883355 0.932082 0.955419
1590 0.782078 0.994027 0.883373 0.932153 0.955478
1591 0.781239 0.993852 0.88246 0.932224 0.955536
1592 0.781483 0.993769 0.882689 0.932297 0.955591
1593 0.781931 0.993833 0.883019 0.932371 0.955644
1594 0.782502 0.993858 0.883525 0.932445 0.955694
1595 0.782937 0.993888 0.883873 0.932521 0.955743
1596 0.782629 0.993964 0.883342 0.932598 0.955789
1597 0.783103 0.994108 0.883634 0.932676 0.955833
1598 0.783027 0.994137 0.883409 0.932755 0.955875
1599 0.783 0.994132 0.883271 0.932835 0.955914
1600 0.78323 0.994227 0.883336 0.932916 0.95595
1601 0.78256 0.99418 0.882561 0.932997 0.955934
1602 0.782482 0.994006 0.882565 0.93308 0.955916
1603 0.783148 0.993958 0.883299 0.933164 0.955895
1604 0.782419 0.993613 0.882725 0.933249 0.955871
1605 0.781809 0.993332 0.882229 0.933335 0.955845
1606 0.782311 0.993032 0.883006 0.933422 0.955817
1607 0.782183 0.992766 0.883043 0.93351 0.955786
1608 0.782052 0.992431 0.883139 0.933599 0.955754
1609 0.781581 0.99219 0.882769 0.933688 0.955719
1610 0.781176 0.991892 0.882526 0.933779 0.955681
1611 0.780612 0.991762 0.881953 0.933871 0.955642
1612 0.780367 0.991604 0.881767 0.933964 0.955601
1613 0.780822 0.991523 0.882305 0.934058 0.955557
1614 0.780737 0.991627 0.882069 0.934152 0.955512
1615 0.781046 0.991767 0.882248 0.934248 0.955464
1616 0.780457 0.991908 0.881411 0.934345 0.955415
1617 0.780464 0.992135 0.881172 0.934442 0.955364
1618 0.780737 0.992459 0.881147 0.934541 0.955312
1619 0.780862 0.99289 0.880863 0.934641 0.955257
1620 0.781096 0.99325 0.880764 0.934741 0.955201
1621 0.78091 0.993641 0.880166 0.934842 0.955144
1622 0.781695 0.994142 0.880564 0.934945 0.955085
1623 0.782523 0.994758 0.88091 0.935048 0.955024
1624 0.782104 0.995102 0.880093 0.935152 0.954962
1625 0.782253 0.995359 0.879992 0.935258 0.954899
1626 0.782672 0.995625 0.880188 0.935364 0.954834
1627 0.782221 0.995791 0.879494 0.935471 0.954768
1628 0.782626 0.99589 0.879822 0.935579 0.954701
1629 0.782444 0.995854 0.87961 0.935688 0.954633
1630 0.782082 0.995681 0.879317 0.935798 0.954563
1631 0.781973 0.995505 0.87931 0.935909 0.954493
1632 0.78152 0.995247 0.87899 0.93602 0.954421
1633 0.781204 0.994928 0.878877 0.936133 0.954349
1634 0.780994 0.994556 0.87893 0.936247 0.954275
1635 0.78045 0.99418 0.878611 0.936361 0.954201
1636 0.779584 0.993706 0.878016 0.936476 0.954126
1637 0.779287 0.99337 0.877938 0.936593 0.954051
1638 0.779349 0.992958 0.878333 0.93671 0.953974
1639 0.778824 0.992587 0.87803 0.936828 0.953897
1640 0.778509 0.992406 0.877795 0.936947 0.953819
1641 0.777928 0.992282 0.877209 0.937067 0.953741
1642 0.77768 0.992242 0.876924 0.937187 0.953663
1643 0.77797 0.99226 0.877194 0.937309 0.953584
1644 0.77756 0.992312 0.876644 0.937432 0.953504
1645 0.777674 0.992527 0.876541 0.937555 0.953425
1646 0.777349 0.992769 0.875918 0.937679 0.953345
1647 0.777509 0.992977 0.875872 0.937805 0.953264
1648 0.778341 0.993473 0.876327 0.937931 0.953184
1649 0.778532 0.994068 0.875973 0.938057 0.953104
1650 0.77875 0.994564 0.875737 0.938185 0.953023
1651 0.779106 0.995011 0.875677 0.938314 0.952964
1652 0.779805 0.995468 0.875993 0.938443 0.952906
1653 0.77952 0.99597 0.875164 0.938574 0.952847
1654 0.780142 0.996456 0.875366 0.938705 0.952789
1655 0.780608 0.996873 0.875454 0.938837 0.95273
1656 0.78011 0.997084 0.874639 0.93897 0.952672
1657 0.780092 0.997178 0.874466 0.939104 0.952613
1658 0.780571 0.997314 0.874812 0.939238 0.952555
1659 0.781069 0.997261 0.875344 0.939374 0.952496
1660 0.780749 0.997125 0.875032 0.93951 0.952438
1661 0.780577 0.99684 0.875016 0.939647 0.952379
1662 0.780441 0.996535 0.875056 0.939785 0.952321
1663 0.77983 0.996227 0.874566 0.939924 0.952262
1664 0.779561 0.995763 0.874594 0.940064 0.952204
1665 0.779293 0.99528 0.874642 0.940204 0.952145
1666 0.778277 0.99478 0.873862 0.940346 0.952087
1667 0.778633 0.994313 0.874594 0.940488 0.952028
1668 0.778127 0.993767 0.874428 0.94063 0.95197
1669 0.777799 0.993352 0.874345 0.940774 0.951911
1670 0.777958 0.992947 0.874799 0.940918 0.951853
1671 0.777496 0.992535 0.874562 0.941063 0.951794
1672 0.777447 0.992234 0.87469 0.941209 0.951736
1673 0.776989 0.991959 0.874336 0.941355 0.951677
1674 0.777205 0.99174 0.874689 0.941502 0.951619
1675 0.776967 0.991661 0.874407 0.94165 0.95156
1676 0.777256 0.99174 0.874579 0.941798 0.951501
1677 0.777575 0.99192 0.874694 0.941947 0.951443
1678 0.777388 0.992142 0.874204 0.942097 0.951384
1679 0.778106 0.992467 0.874638 0.942247 0.951326
1680 0.77938 0.992904 0.8756 0.942397 0.951267
1681 0.779553 0.993388 0.875281 0.942548 0.951209
1682 0.779726 0.99392 0.874919 0.9427 0.95115
1683 0.779757 0.994427 0.87442 0.942852 0.951092
1684 0.780549 0.994886 0.874818 0.943004 0.951033
1685 0.781729 0.995476 0.875533 0.943157 0.950975
1686 0.782091 0.996005 0.875385 0.94331 0.950916
1687 0.781805 0.996485 0.874554 0.943464 0.950858
1688 0.782595 0.996924 0.874964 0.943618 0.950799
1689 0.782849 0.997341 0.874792 0.943773 0.950741
1690 0.783519 0.997626 0.875202 0.943927 0.950682
1691 0.783055 0.997835 0.874409 0.944083 0.950624
1692 0.783398 0.998088 0.874481 0.944238 0.950565
1693 0.783807 0.998085 0.874849 0.944394 0.950507
1694 0.784092 0.99809 0.875072 0.94455 0.950448
1695 0.784547 0.99824 0.875358 0.944706 0.95039
1696 0.78443 0.998155 0.875211 0.944862 0.950331
1697 0.78396 0.997992 0.874738 0.945019 0.950273
1698 0.784175 0.997787 0.875067 0.945176 0.950214
1699 0.784031 0.997524 0.875044 0.945333 0.950156
1700 0.784885 0.997247 0.87615 0.94549 0.950097
1701 0.784783 0.996985 0.876175 0.945647 0.950038
1702 0.78413 0.996737 0.875571 0.945805 0.94998
1703 0.783649 0.996468 0.875179 0.945962 0.949921
1704 0.783723 0.996226 0.875382 0.94612 0.949863
1705 0.784645 0.995953 0.876561 0.946277 0.949804
1706 0.78347 0.995684 0.875392 0.946435 0.949746
1707 0.783924 0.995495 0.875974 0.946593 0.949687
1708 0.78362 0.99539 0.875635 0.94675 0.949629
1709 0.783484 0.995294 0.875476 0.946908 0.94957
1710 0.784176 0.995199 0.87624 0.947066 0.949512
1711 0.784061 0.995166 0.876049 0.947223 0.949453
1712 0.783598 0.995145 0.875459 0.94738 0.949395
1713 0.783368 0.995216 0.875048 0.947538 0.949336
1714 0.78391 0.995303 0.875486 0.947695 0.949277
1715 0.784952 0.995433 0.876444 0.947852 0.949219
1716 0.785438 0.995608 0.876742 0.948009 0.94916
1717 0.78482 0.995787 0.875803 0.948166 0.949102
1718 0.784194 0.995939 0.874881 0.948322 0.949043
1719 0.784994 0.996106 0.875536 0.948478 0.948985
1720 0.785792 0.996226 0.876231 0.948634 0.948926
1721 0.785695 0.996296 0.875971 0.94879 0.948868
1722 0.785568 0.996324 0.875715 0.948946 0.948809
1723 0.784724 0.996412 0.874608 0.949101 0.948751
1724 0.785605 0.996446 0.875471 0.949256 0.948692
1725 0.786192 0.996421 0.876058 0.949411 0.948634
1726 0.785639 0.996301 0.87546 0.949565 0.948575
1727 0.785329 0.996127 0.875179 0.949719 0.948516
1728 0.785345 0.99595 0.875265 0.949872 0.948458
1729 0.785001 0.995746 0.874975 0.950025 0.948399
1730 0.78512 0.995532 0.875208 0.950178 0.948341
1731 0.785484 0.995286 0.875745 0.95033 0.948282
1732 0.784315 0.995026 0.874584 0.950481 0.948224
1733 0.784088 0.994751 0.874487 0.950633 0.948165
1734 0.783944 0.994443 0.874513 0.950783 0.948107
1735 0.78449 0.994123 0.875319 0.950934 0.948048
1736 0.784243 0.993805 0.87524 0.951083 0.94799
1737 0.782729 0.993548 0.873694 0.951232 0.947931
1738 0.782444 0.993389 0.873432 0.951381 0.947873
1739 0.782518 0.993102 0.873687 0.951528 0.947814
1740 0.782921 0.992826 0.874298 0.951676 0.947755
1741 0.782708 0.992586 0.874191 0.951822 0.947697
1742 0.781887 0.992465 0.873301 0.951968 0.947638
1743 0.782115 0.992333 0.873592 0.952113 0.94758
1744 0.782191 0.992277 0.873648 0.952258 0.947521
1745 0.782179 0.992171 0.873649 0.952402 0.947463
1746 0.781438 0.992252 0.872674 0.952545 0.947404
1747 0.781222 0.992258 0.87235 0.952687 0.947346
1748 0.781511 0.992346 0.87252 0.952829 0.947287
1749 0.781795 0.992499 0.872628 0.952969 0.947229
1750 0.782367 0.992573 0.873127 0.953109 0.94717
1751 0.782486 0.992646 0.873152 0.953248 0.94708
1752 0.782347 0.992937 0.872697 0.953386 0.94699
1753 0.782334 0.993254 0.872361 0.953524 0.9469
1754 0.78349 0.993411 0.87347 0.95366 0.94681
1755 0.783142 0.99352 0.872945 0.953796 0.94672
1756 0.782602 0.99379 0.872066 0.95393 0.946631
1757 0.782911 0.994059 0.872132 0.954064 0.946543
1758 0.783305 0.994272 0.872345 0.954196 0.946455
1759 0.783152 0.99432 0.872093 0.954328 0.946367
1760 0.783254 0.994525 0.871987 0.954459 0.94628
1761 0.782914 0.994616 0.87149 0.954588 0.946194
1762 0.782685 0.994746 0.871082 0.954717 0.946109
1763 0.782858 0.994952 0.871055 0.954844 0.946025
1764 0.783726 0.995023 0.87192 0.954971 0.945942
1765 0.783936 0.995089 0.872058 0.955096 0.945859
1766 0.783709 0.995109 0.871749 0.95522 0.945778
1767 0.783711 0.99516 0.871668 0.955343 0.945698
1768 0.783854 0.99522 0.871735 0.955465 0.94562
1769 0.784347 0.995158 0.872298 0.955586 0.945543
1770 0.783709 0.995118 0.871586 0.955705 0.945467
1771 0.784518 0.995121 0.872443 0.955823 0.945393
1772 0.783213 0.994986 0.871071 0.95594 0.94532
1773 0.782885 0.99496 0.870689 0.956056 0.945249
1774 0.783729 0.994995 0.871556 0.95617 0.94518
1775 0.784404 0.995125 0.872152 0.956283 0.945112
1776 0.783979 0.995096 0.871663 0.956395 0.945047
1777 0.782883 0.994904 0.870571 0.956506 0.944983
1778 0.7843 0.994973 0.872043 0.956615 0.944922
1779 0.784058 0.994961 0.871741 0.956722 0.944863
1780 0.783711 0.995026 0.871254 0.956829 0.944805
1781 0.783621 0.995028 0.871107 0.956934 0.944751
1782 0.783893 0.995098 0.871303 0.957037 0.944698
1783 0.784846 0.995067 0.872343 0.957139 0.944648
1784 0.784943 0.995121 0.872355 0.95724 0.944601
1785 0.785023 0.995117 0.872398 0.957339 0.944556
1786 0.784939 0.995161 0.872218 0.957436 0.944513
1787 0.784102 0.99521 0.871193 0.957532 0.944474
1788 0.78395 0.995057 0.871106 0.957627 0.944437
1789 0.784844 0.995184 0.871936 0.957719 0.944403
1790 0.784615 0.995211 0.871603 0.957811 0.944372
1791 0.78523 0.995425 0.872043 0.9579 0.944344
1792 0.784244 0.995107 0.871169 0.957988 0.94432
1793 0.78518 0.995109 0.872148 0.958075 0.944298
1794 0.78436 0.995065 0.871216 0.958159 0.94428
1795 0.785156 0.995104 0.872004 0.958242 0.944265
1796 0.785355 0.995148 0.872124 0.958323 0.944253
1797 0.784839 0.99512 0.87151 0.958403 0.944245
1798 0.785073 0.994912 0.871885 0.958481 0.944241
1799 0.784786 0.994613 0.87176 0.958557 0.94424
1800 0.784362 0.99308 0.872564 0.958631 0.944243
1801 0.784084 0.993079 0.8721 0.958704 0.944339
1802 0.783829 0.992772 0.871931 0.958774 0.944438
1803 0.783869 0.992643 0.871931 0.958843 0.944541
1804 0.783765 0.992489 0.871792 0.95891 0.944647
1805 0.784564 0.992605 0.872419 0.958975 0.944756
1806 0.78436 0.992718 0.871931 0.959038 0.944869
1807 0.784611 0.992881 0.871905 0.959099 0.944984
1808 0.785576 0.992946 0.872758 0.959158 0.945102
1809 0.784746 0.992735 0.871856 0.959216 0.945224
1810 0.78549 0.992959 0.872322 0.959271 0.945347
1811 0.785304 0.993175 0.871761 0.959324 0.945473
1812 0.785136 0.993129 0.871449 0.959376 0.945602
1813 0.786133 0.993376 0.872174 0.959425 0.945732
1814 0.786126 0.993336 0.872037 0.959472 0.945864
1815 0.786775 0.993148 0.872757 0.959517 0.945999
1816 0.787118 0.993638 0.872542 0.95956 0.946135
1817 0.787223 0.993777 0.872372 0.959601 0.946273
1818 0.787375 0.993671 0.87247 0.95964 0.946412
1819 0.787205 0.993559 0.872218 0.959676 0.946552
1820 0.787899 0.993609 0.87278 0.959711 0.946694
1821 0.787419 0.993843 0.871882 0.959743 0.946837
1822 0.787028 0.994035 0.871122 0.959773 0.946981
1823 0.788158 0.994448 0.871852 0.959801 0.947125
1824 0.788303 0.994454 0.87185 0.959827 0.94727
1825 0.788003 0.993955 0.8718 0.95985 0.947416
1826 0.788258 0.994243 0.871676 0.959871 0.947562
1827 0.789794 0.99506 0.872507 0.959889 0.947708
1828 0.790127 0.995339 0.87248 0.959906 0.947855
1829 0.789555 0.995084 0.871924 0.95992 0.948001
1830 0.788853 0.994859 0.871202 0.959931 0.948147
1831 0.788861 0.994714 0.871195 0.959941 0.948293
1832 0.789785 0.994781 0.872017 0.959948 0.948438
1833 0.78966 0.994892 0.871644 0.959952 0.948583
1834 0.789539 0.994394 0.871813 0.959954 0.948727
1835 0.790136 0.994272 0.872448 0.959954 0.94887
1836 0.790082 0.994481 0.872077 0.959951 0.949012
1837 0.789426 0.994121 0.871544 0.959946 0.949153
1838 0.788893 0.99357 0.871317 0.959938 0.949293
1839 0.790082 0.993785 0.872323 0.959928 0.949432
1840 0.790606 0.993866 0.872717 0.959915 0.949568
1841 0.789082 0.992694 0.871952 0.9599 0.949704
1842 0.788545 0.993101 0.870895 0.959883 0.949837
1843 0.78949 0.993685 0.871324 0.959863 0.949968
1844 0.789241 0.993669 0.870966 0.95984 0.950097
1845 0.789959 0.993934 0.871432 0.959815 0.950224
1846 0.789683 0.99437 0.870656 0.959788 0.950349
1847 0.78983 0.994015 0.871044 0.959758 0.950471
1848 0.79015 0.993524 0.871747 0.959726 0.950591
1849 0.790164 0.993491 0.871716 0.959691 0.950707
1850 0.790147 0.993582 0.871547 0.959654 0.950821
1851 0.790461 0.994 0.871536 0.959614 0.95085
1852 0.790329 0.994322 0.871123 0.959572 0.950876
1853 0.791048 0.994574 0.871714 0.959527 0.950899
1854 0.79041 0.994482 0.871116 0.95948 0.950919
1855 0.790467 0.994617 0.87109 0.95943 0.950937
1856 0.790872 0.995296 0.870976 0.959378 0.950951
1857 0.79095 0.995613 0.870823 0.959323 0.950963
1858 0.791838 0.996101 0.871417 0.959266 0.950972
1859 0.791957 0.996145 0.871558 0.959206 0.950979
1860 0.791403 0.996233 0.870925 0.959143 0.950983
1861 0.791886 0.996063 0.871662 0.959078 0.950985
1862 0.792465 0.996191 0.872249 0.959011 0.950984
1863 0.792335 0.996526 0.87188 0.958941 0.950981
1864 0.791951 0.996616 0.87145 0.958868 0.950975
1865 0.791845 0.996918 0.871144 0.958793 0.950968
1866 0.792469 0.997528 0.871378 0.958715 0.950958
1867 0.792439 0.997232 0.871687 0.958635 0.950946
1868 0.792756 0.997272 0.872089 0.958552 0.950932
1869 0.792456 0.99662 0.872421 0.958467 0.950916
1870 0.79158 0.996415 0.871734 0.958378 0.950898
1871 0.792136 0.99712 0.871829 0.958288 0.950878
1872 0.791753 0.996261 0.872264 0.958195 0.950856
1873 0.792017 0.996265 0.87266 0.958099 0.950833
1874 0.791057 0.99598 0.871964 0.958 0.950808
1875 0.789857 0.995351 0.871309 0.957899 0.950781
1876 0.789798 0.99501 0.871661 0.957796 0.950753
1877 0.789741 0.994735 0.871965 0.957689 0.950723
1878 0.789033 0.994337 0.871659 0.957581 0.950691
1879 0.788264 0.994095 0.871153 0.957469 0.950659
1880 0.787586 0.993499 0.87106 0.957355 0.950625
1881 0.78801 0.993536 0.871636 0.957238 0.950589
1882 0.788038 0.993598 0.871755 0.957119 0.950553
1883 0.787704 0.993276 0.871813 0.956997 0.950515
1884 0.787138 0.993232 0.871375 0.956872 0.950476
1885 0.786423 0.992904 0.871023 0.956745 0.950436
1886 0.786751 0.993208 0.871276 0.956615 0.950395
